title	author	publisher	pub_date	sudoc	digagent	contributor	catalog_uri	availability
BMCS roadside vehicle inspections	United States. Federal Highway Administration.	The Administration,	1980		google	UCBK	https://catalog.hathitrust.org/Record/102614431	Full View
Overview of pavement management systems developments in the State Department of Highways and Public Transportation	Hudson, W. Ronald. University of Texas at Austin. Center for Highway Research. Texas Transportation Institute. United States. Federal Highway Administration. Texas. State Department of Highways and Public Transportation.	Center for Highway Research, University of Texas at Austin ; Available through the National Technical Information Service,	1976		google	UCBK	https://catalog.hathitrust.org/Record/102614434	Limited View
Owner-operator truck cost guide	Boles, Patrick Parker, 1938- United States. Department of Agriculture. Office of Transportation.	U.S. Dept. of Agriculture, Office of Transportation,	1980	A 108.11:3	google	UCBK	https://catalog.hathitrust.org/Record/102614438	Full View
A transportation improvement package for the relief of traffic-related problems	United States. Urban Mass Transportation Administration. Office of Service and Methods Demonstrations. Pricing Policy Division.	The Division,	1980	TD 7.2:T 67	google	UCBK	https://catalog.hathitrust.org/Record/102614441	Full View
The policy planning process for transportation	Tyndall, Gene R. Manning, Eva J.	Federal Highway Administration,	1977		google	UCBK	https://catalog.hathitrust.org/Record/102614445	Full View
Forecast of scheduled international air traffic of U.S. flag carriers, 1971-1980	Watkins, Wayne. Kaylor, Donna, joint author. United States. Civil Aeronautics Board.	Civil Aeronautics Board,	1971		google	UCBK	https://catalog.hathitrust.org/Record/102614449	Full View
Midair collisions in U.S. civil flying (calendar years 1948-1957)	United States. Civil Aeronautics Board. Bureau of Safety. Analysis Division.	Civil Aeronautics Board,	1958		google	UCBK	https://catalog.hathitrust.org/Record/102614455	Full View
Report to the Congress	United States. Civil Aeronautics Board.	The Board,	1977		google	UCBK	https://catalog.hathitrust.org/Record/102614458	Full View
Report to the Congress on the content and feasibility of proposed programs for additional savings in energy consumption by the air carriers regulated by the Board	United States. Civil Aeronautics Board.	The Board,	1976		google	UCBK	https://catalog.hathitrust.org/Record/102614467	Full View
Development of methods of nitrogen management for woody ornamental species in landscape plantings	Power, J. F. Sengpiel, Heinz W. joint author. United States. Federal Highway Administration. North Dakota. State Highway Department. United States. Dept. of Agriculture. Northern Great Plains Research Center.	North Dakota State Highway Dept.,	1977		google	UCBK	https://catalog.hathitrust.org/Record/102614469	Limited View
Joint development of transportation corridors	Levin, David R.	Federal Highway Administration,	1970		google	UCBK	https://catalog.hathitrust.org/Record/102614474	Full View
A review of five years accident experience in the U.S.A. involving nuclear transportation (1971-1975)	Grella, A. W. United States. Department of Transportation. Office of Hazardous Materials Operations.	Dept. of Transportation, Materials Transportation Bureau, Office of Hazardous Material Operations,	1977	TD 9.2:N 88/971-75	google	UCBK	https://catalog.hathitrust.org/Record/102614475	Full View
Machinery inspection book	United States. Coast Guard.	Dept. of Transportation, Coast Guard,	1979	TD 5.2:M 18	google	UCBK	https://catalog.hathitrust.org/Record/102614483	Full View
The Westchester experiment	United States. Federal Aviation Administration. Office of Environmental Quality. Caldwell, Joan E.	Dept. of Transportation, Federal Aviation Administration, Office of Environmental Quality,	1978	TD 4.2:W 52	google	UCBK	https://catalog.hathitrust.org/Record/102614487	Full View
1974 brake performance levels for trucks and passenger cars	Winter, Paul A. United States. Bureau of Motor Carrier Safety.	The Department,	1976		google	UCBK	https://catalog.hathitrust.org/Record/102614492	Full View
How to deal with motor vehicle emergencies	United States. National Highway Traffic Safety Administration. Office of Pulbic Affairs and Consumer Services.	Dept. of Transportation, National Highway Traffic Safety Administration, Office of Public Affairs and Consumer Services,	1978	TD 8.8:Em 3/7/978	google	UCBK	https://catalog.hathitrust.org/Record/102614493	Full View
Eighty-eight questions and answers	United States. Federal Highway Administration.	Federal Highway Administration,	1975		google	UCBK	https://catalog.hathitrust.org/Record/102614497	Full View
The road to your success	United States. Federal Highway Administration.	Highway Administration,	1975		google	UCBK	https://catalog.hathitrust.org/Record/102614498	Full View
Profiles of travel to the United States from selected major tourism generating countries	United States Travel Service.	United States Travel Service,	1978		google	UCBK	https://catalog.hathitrust.org/Record/102614501	Full View
A transportation development program for the eight northern Indian pueblos	New Mexico. State Highway Department. United States. Urban Mass Transportation Administration.	The Section,	1978		google	UCBK	https://catalog.hathitrust.org/Record/102614503	Limited View
Bicycle-motor vehicle accidents	DeHart, Ganie. Schubert, Joanne, joint author. Ostrowski, Michael, joint author. Regional Planning Council (Md.) United States. Federal Highway Administration. Maryland. Department of Transportation.	The Council,	1978		google	UCBK	https://catalog.hathitrust.org/Record/102614504	Limited View
Optimization of large traffic systems	Gershwin, S. B.	Federal Highway Administration,	1977		google	UCBK	https://catalog.hathitrust.org/Record/102614507	Full View
Bicycles in Maryland	DeHart, Ganie. Sokel, Dina, joint author. Ostrowski, Michael, joint author. United States. Federal Highway Administration. Maryland. Department of Transportation. Regional Planning Council (Md.)	The Council,	1978		google	UCBK	https://catalog.hathitrust.org/Record/102614514	Limited View
Effectiveness of vehicle safety inspections neither proven nor unproven	United States. General Accounting Office.	U.S. General Accounting Office,	1977	GA 1.13:CED-78-18.	google	UCBK	https://catalog.hathitrust.org/Record/102614517	Full View
A look at the Transportation Systems Center	Transportation Systems Center.	The Center,	1978		google	UCBK	https://catalog.hathitrust.org/Record/102614518	Full View
Program to certify the agreements to protect employees affected by grants made under the Urban mass transportation act of 1964	United States. General Accounting Office. United States. Department of Labor.	General Accounting Office,	1976	GA 1.13:HRD-76-126	google	UCBK	https://catalog.hathitrust.org/Record/102614522	Full View
Slope stability of certain selected colluvial soils	Hayes, Curtis J. United States. Federal Highway Administration. Oklahoma. Department of Transportation. Research and Development Division.	Research and Development Division, Oklahoma Dept. of Transportation,	1977		google	UCBK	https://catalog.hathitrust.org/Record/102614525	Limited View
Commercial vehicles in collisions involving vehicles parked or stopped on highway shoulders	United States. Bureau of Motor Carrier Safety.	U.S. Dept. of Transportation, Federal Highway Administration, Bureau of Motor Carrier Safety,	1977	TD 7.2:C 69	google	UCBK	https://catalog.hathitrust.org/Record/102614536	Full View
Vanpool	United States. Federal Energy Administration.	Federal Energy Administration,	1977		google	UCBK	https://catalog.hathitrust.org/Record/102614553	Full View
People mover profile	United States. Department of Transportation. Technology Sharing Program Office. United States. Urban Mass Transportation Administration. Office of Technology Development and Deployment.	Urban Mass Transportation Administration,	1977	TD 7.2:P 39	google	UCBK	https://catalog.hathitrust.org/Record/102614555	Full View
Trends in the quality of the nation's air	United States. Environmental Protection Agency. Office of Public Affairs.	Environmental Protection Agency, [Office of Public Affairs],	1977	EP 1.2:Q 2/8	google	UCBK	https://catalog.hathitrust.org/Record/102614557	Full View
Highway rest areas for handicapped travelers	United States. Federal Highway Administration. United States. President's Committee on Employment of the Handicapped.	President's Committee on Employment of the Handicapped,	1975		google	UCBK	https://catalog.hathitrust.org/Record/102614560	Full View
The U.S. portion of the AEROSAT program	United States. Federal Aviation Administration.	U.S. Dept. of Transportation, [Federal Aviation Administration] ;	1976	TD 1.2:Ae 8/3	google	UCBK	https://catalog.hathitrust.org/Record/102614565	Full View
Evaluation of water-based inorganic zinc paint systems	Lacinak, Henry W. United States. Federal Highway Administration. Louisiana. Office of Highways.	Louisiana Department of Transportation & Development, Office of Highways,	1977		google	UCBK	https://catalog.hathitrust.org/Record/102614569	Limited View
Grant and assistance programs	United States. Department of Transportation.	For sale by the Supt. of Docs., U.S. Govt. Print. Off.,	1974		google	UCBK	https://catalog.hathitrust.org/Record/102614572	Full View
Revenue sharing program for transportation	United States. Department of Transportation. Office of the Secretary.	U.S. Dept. of Transportation, Office of the Secretary,	1971		google	UCBK	https://catalog.hathitrust.org/Record/102614573	Full View
Air travelers' fly-rights	United States. Civil Aeronautics Board.	U.S. Civil Aeronautics Board,	1976	C 31.202:Ai 7/10	google	UCBK	https://catalog.hathitrust.org/Record/102614575	Full View
Increasing transit ridership	Sale, James. United States. Urban Mass Transportation Administration.	Urban Mass Transportation Administration ; available through the National Technical Information Service,	1976		google	UCBK	https://catalog.hathitrust.org/Record/102614584	Full View
Goals & objectives	United States. Department of Transportation.	The Department,	1968		google	UCBK	https://catalog.hathitrust.org/Record/102614588	Full View
Port information sources	United States. Office of Port and Intermodal Development. United States. Maritime Administration.	The Administration,	1975		google	UCBK	https://catalog.hathitrust.org/Record/102614590	Full View
